"","city","aypi"
"682","FORT LAUDERDALE",0.00450131827700037
"683","STOCKTON",0.0207976748240431
"684","MESA",0.0347627500223444
"685","LITTLE ROCK",0.00772288571938638
"686","SALT LAKE CITY",0.00522830984550989
"687","GREENSBORO",0.018124122652263
"688","TACOMA",0.00781429791206412
"689","WORCESTER",0.00435504512019774
"690","ARLINGTON",0.0262844434487967
"691","KNOXVILLE",0.000532438420919765
"692","FORT WAYNE",0.0128695394140314
"693","COLUMBUS",0.00619620075991065
"694","MADISON",0.0110841375632015
"695","RIVERSIDE",0.0189252471663069
"696","HUNTINGTON BEACH",0.00470495580805935
"697","SPOKANE",0.00639476123918415
"698","JACKSON",-0.00447797142098269
"699","LINCOLN",0.0135711607867185
"700","ANCHORAGE",0.0166282645409043
"701","LUBBOCK",0.00989466666544377
"702","MONTGOMERY",0.00374258356371738
"703","GRAND RAPIDS",0.00197774820503217
"704","YONKERS",0.000998267327958916
"705","DES MOINES",0.00268229479255925
"706","SHREVEPORT",0.000863944500745589
"707","RICHMOND",-0.000127562954348461
"708","MOBILE",0.00727001537446927
"709","AKRON",-0.00556534863725256
"710","LEXINGTON",0.0132230028817739
"711","ROCHESTER",-0.00397316053465755
"712","SANTA ANA",0.0152592151930297
"713","COLORADO SPRINGS",0.022991480053538
"714","SAVANNAH-CHATHAM METRO",0.0116506478628662
"715","BIRMINGHAM",-0.00864275644291211
"716","BATON ROUGE",0.00178087106149186
"717","FRESNO",0.026233464842637
"718","NORFOLK",-0.00124164853645468
"719","JERSEY CITY",0.00467303880456025
"720","ANAHEIM",0.013874236272152
"721","NEW ORLEANS",-0.00369953256999418
"722","CORPUS CHRISTI",0.00978076314116881
"723","ST. PETERSBURG",0.000836334441518106
"724","BUFFALO",-0.00963805273048158
"725","NEWARK",-0.00460486410679821
"726","VIRGINIA BEACH",0.0165515170087794
"727","TAMPA",0.00888464635362171
"728","ST. PAUL",0.00274594388813179
"729","SACRAMENTO",0.0169091940232471
"730","WICHITA",0.00975110099831378
"731","TOLEDO",-0.00699130149116869
"732","CINCINNATI",-0.00746816098750546
"733","KANSAS CITY",-0.00552130732940184
"734","PITTSBURGH",-0.00930848314459821
"735","OMAHA",0.0110423988566406
"736","ST. LOUIS",-0.00584037527285346
"737","ALBUQUERQUE",0.0158203967804864
"738","TUCSON",0.0144995747912671
"739","MIAMI",0.00738653420025686
"740","OAKLAND",0.00599049295441766
"741","AUSTIN",0.027312172524566
"742","MINNEAPOLIS",0.00297812988578265
"743","TULSA",0.00350971554576295
"744","LONG BEACH",0.00833074669641858
"745","ATLANTA",0.00441000688551114
"746","PORTLAND",0.0157177479182558
"747","INDIANAPOLIS",0.0184574578727133
"748","OKLAHOMA CITY",0.0086600316992964
"749","FORT WORTH",0.0219663049258823
"750","CLEVELAND",-0.0111818675721101
"751","EL PASO",0.0142168501065247
"752","NASHVILLE",0.0107847029904552
"753","DENVER",0.0094063328254089
"754","SEATTLE",0.00896649835850769
"755","WASHINGTON",0.00136801760169417
"756","JACKSONVILLE",0.0140684966222691
"757","BOSTON",0.00461033514433077
"758","COLUMBUS",0.0111231975603219
"759","MILWAUKEE",-0.00138923351070182
"760","MEMPHIS",0.000706558973740854
"761","BALTIMORE",-0.00669982920865347
"762","LOUISVILLE METRO",0.00764915096833428
"763","CHARLOTTE-MECKLENBURG",0.0228015642029444
"764","SAN JOSE",0.0141215516306485
"765","SAN FRANCISCO",0.00710574029282685
"766","DETROIT",-0.0154321772438459
"767","HONOLULU",0.00840908955500536
"768","PHOENIX",0.0206390736521423
"769","SAN ANTONIO",0.0177877990745617
"770","SAN DIEGO",0.0133290019103195
"771","DALLAS",0.00865874880014223
"772","LAS VEGAS METRO PD",0.0266621565610811
"773","PHILADELPHIA",-0.00198713467626325
"774","HOUSTON",0.00848682365992186
"775","CHICAGO",-0.00262113517569065
"776","LOS ANGELES",0.00834898468429584
"777","NEW YORK",0.00558878735927955
