"","city","aypi","population"
"594","LAREDO",0.0304791510524607,250994
"595","ATHENS-CLARKE COUNTY",0.0195782098668908,121511
"596","ORANGE",0.0128166840704531,140767
"597","NEW BEDFORD",-0.000805242806664937,95366
"598","EDISON TOWNSHIP",0.00522355378105069,101965
"599","AMARILLO",0.00423084289341312,106538
"600","LOWELL",0.00735092697785246,109729
"601","POMONA",0.0150141973888747,151899
"602","GLENDALE",0.0285264203905187,236780
"603","ALBANY",-0.000644851662982241,98595
"604","WICHITA FALLS",0.00364863022875437,104949
"605","INGLEWOOD",0.00521849742351632,111997
"606","HAYWARD",0.0145608176968496,153319
"607","COLUMBIA",0.00969877806932302,133543
"608","DAVENPORT",-4.21960746822231e-05,102715
"609","PORTSMOUTH",-0.00204328921084669,96435
"610","JURUPA VALLEY",0.00686369341907269,98684
"611","ABILENE",0.00502690056381905,115056
"612","CENTENNIAL",0.0041022493441774,107485
"613","SANTA CLARITA",0.0312152283069972,206930
"614","ANN ARBOR",0.00488447015100537,117768
"615","PUEBLO",0.00238584074605938,108591
"616","MIAMI GARDENS",0.00702767030530308,112373
"617","SPRINGFIELD",0.00526326523189769,117134
"618","FLINT",-0.0136858260776355,99166
"619","DURHAM",0.029072619432771,249707
"620","SOUTH BEND",-0.00210135373519484,100853
"621","BERKELEY",0.00431151397750728,117753
"622","ERIE",-0.00489317796292553,100403
"623","STAMFORD",0.00681700528505464,127385
"624","ALLENTOWN",0.0041605054989207,118710
"625","RENO",0.0255010122479403,235055
"626","WACO",0.00754878061881886,129944
"627","FULLERTON",0.00943964284218251,139895
"628","CONCORD",0.00651874461389847,126744
"629","EUGENE",0.0126596982488856,159882
"630","BOISE",0.0227653312416417,216260
"631","WATERBURY",0.00210559144226036,109495
"632","ALEXANDRIA",0.0116465304349756,151065
"633","AMHERST TOWN",0.00517006201038709,118860
"634","ELIZABETH",0.00588496946069301,128345
"635","MODESTO",0.0201546797177183,205820
"636","TEMPE",0.0154970735431853,169812
"637","SUNNYVALE",0.0102213183361719,149384
"638","CEDAR RAPIDS",0.00621100981239124,128901
"639","STERLING HEIGHTS",0.00562254173859492,131604
"640","LANSING",-0.00392195691627662,109176
"641","PEORIA",-0.00159843519922767,116923
"642","INDEPENDENCE",0.00172204297305791,117321
"643","BEAUMONT",0.000402996335536757,117898
"644","IRVING",0.0226696689099295,231708
"645","PASADENA",0.00955022086768308,153540
"646","BAKERSFIELD",0.0360764541768912,367406
"647","ELK GROVE",0.0485322416450567,162957
"648","CHESAPEAKE",0.0227964705606308,232489
"649","LAKEWOOD",0.00823704023908142,148236
"650","EVANSVILLE",-0.00208597751522191,120372
"651","OXNARD",0.0170222764840493,204159
"652","TOPEKA",0.00305676032277421,127673
"653","HOLLYWOOD",0.00741222722087365,147918
"654","SAN BERNARDINO",0.020147413315207,214588
"655","PASADENA",0.00528354487084704,140373
"656","MORENO VALLEY",0.0228799173404181,202911
"657","NEW HAVEN",0.00147302891972947,130882
"658","HARTFORD",-0.00216050108417213,124943
"659","HAMPTON",0.00339708578835384,136590
"660","GARDEN GROVE",0.0101968531558291,176106
"661","ORLANDO",0.0218476566976803,259675
"662","AURORA",0.0262178229698795,307421
"663","TORRANCE",0.00367655608239186,147971
"664","FREMONT",0.0164920650661822,227575
"665","WINSTON-SALEM",0.0185251199474015,238082
"666","BRIDGEPORT",0.00121788118578576,147822
"667","SPRINGFIELD",0.00654030497779269,165278
"668","WARREN",-0.00556391615871974,135080
"669","ROCKFORD",0.00219066979588978,149584
"670","SYRACUSE",-0.0046272075322972,144534
"671","GLENDALE",0.0108538825477732,197079
"672","PATERSON",0.00180403124908501,146083
"673","GARLAND",0.016063534325072,236137
"674","DAYTON",-0.00860621803054827,143217
"675","KANSAS CITY",-0.0029848790121458,149103
"676","HUNTSVILLE",0.00853119428108592,185896
"677","HIALEAH",0.0171401957671077,235446
"678","NEWPORT NEWS",0.00694452631181676,182374
"679","SPRINGFIELD",0.000364982459667763,153766
"680","CHATTANOOGA",0.00189337315236485,174449
"681","PROVIDENCE",0.00428903506170063,178640
"682","FORT LAUDERDALE",0.00450131827700037,174056
"683","STOCKTON",0.0207976748240431,299519
"684","MESA",0.0347627500223444,462092
"685","LITTLE ROCK",0.00772288571938638,198217
"686","SALT LAKE CITY",0.00522830984550989,192368
"687","GREENSBORO",0.018124122652263,282203
"688","TACOMA",0.00781429791206412,204722
"689","WORCESTER",0.00435504512019774,183248
"690","ARLINGTON",0.0262844434487967,382976
"691","KNOXVILLE",0.000532438420919765,184362
"692","FORT WAYNE",0.0128695394140314,257172
"693","COLUMBUS",0.00619620075991065,206714
"694","MADISON",0.0110841375632015,245788
"695","RIVERSIDE",0.0189252471663069,319453
"696","HUNTINGTON BEACH",0.00470495580805935,199152
"697","SPOKANE",0.00639476123918415,211025
"698","JACKSON",-0.00447797142098269,171743
"699","LINCOLN",0.0135711607867185,271208
"700","ANCHORAGE",0.0166282645409043,301306
"701","LUBBOCK",0.00989466666544377,241826
"702","MONTGOMERY",0.00374258356371738,200194
"703","GRAND RAPIDS",0.00197774820503217,193385
"704","YONKERS",0.000998267327958916,200624
"705","DES MOINES",0.00268229479255925,208033
"706","SHREVEPORT",0.000863944500745589,197506
"707","RICHMOND",-0.000127562954348461,216747
"708","MOBILE",0.00727001537446927,250655
"709","AKRON",-0.00556534863725256,197891
"710","LEXINGTON",0.0132230028817739,311848
"711","ROCHESTER",-0.00397316053465755,210347
"712","SANTA ANA",0.0152592151930297,336462
"713","COLORADO SPRINGS",0.022991480053538,444949
"714","SAVANNAH-CHATHAM METRO",0.0116506478628662,236682
"715","BIRMINGHAM",-0.00864275644291211,210356
"716","BATON ROUGE",0.00178087106149186,229387
"717","FRESNO",0.026233464842637,513187
"718","NORFOLK",-0.00124164853645468,247078
"719","JERSEY CITY",0.00467303880456025,260005
"720","ANAHEIM",0.013874236272152,346956
"721","NEW ORLEANS",-0.00369953256999418,387113
"722","CORPUS CHRISTI",0.00978076314116881,319211
"723","ST. PETERSBURG",0.000836334441518106,250772
"724","BUFFALO",-0.00963805273048158,258419
"725","NEWARK",-0.00460486410679821,279110
"726","VIRGINIA BEACH",0.0165515170087794,451102
"727","TAMPA",0.00888464635362171,357124
"728","ST. PAUL",0.00274594388813179,297984
"729","SACRAMENTO",0.0169091940232471,482767
"730","WICHITA",0.00975110099831378,387493
"731","TOLEDO",-0.00699130149116869,281150
"732","CINCINNATI",-0.00746816098750546,297671
"733","KANSAS CITY",-0.00552130732940184,304252
"734","PITTSBURGH",-0.00930848314459821,307613
"735","OMAHA",0.0110423988566406,438465
"736","ST. LOUIS",-0.00584037527285346,318574
"737","ALBUQUERQUE",0.0158203967804864,558874
"738","TUCSON",0.0144995747912671,527328
"739","MIAMI",0.00738653420025686,421996
"740","OAKLAND",0.00599049295441766,409994
"741","AUSTIN",0.027312172524566,844869
"742","MINNEAPOLIS",0.00297812988578265,404461
"743","TULSA",0.00350971554576295,393189
"744","LONG BEACH",0.00833074669641858,471123
"745","ATLANTA",0.00441000688551114,424497
"746","PORTLAND",0.0157177479182558,613268
"747","INDIANAPOLIS",0.0184574578727133,858238
"748","OKLAHOMA CITY",0.0086600316992964,501215
"749","FORT WORTH",0.0219663049258823,796467
"750","CLEVELAND",-0.0111818675721101,388655
"751","EL PASO",0.0142168501065247,680273
"752","NASHVILLE",0.0107847029904552,647689
"753","DENVER",0.0094063328254089,665353
"754","SEATTLE",0.00896649835850769,663410
"755","WASHINGTON",0.00136801760169417,658893
"756","JACKSONVILLE",0.0140684966222691,856021
"757","BOSTON",0.00461033514433077,654413
"758","COLUMBUS",0.0111231975603219,813105
"759","MILWAUKEE",-0.00138923351070182,600374
"760","MEMPHIS",0.000706558973740854,654922
"761","BALTIMORE",-0.00669982920865347,623513
"762","LOUISVILLE METRO",0.00764915096833428,677710
"763","CHARLOTTE-MECKLENBURG",0.0228015642029444,856916
"764","SAN JOSE",0.0141215516306485,1009679
"765","SAN FRANCISCO",0.00710574029282685,850294
"766","DETROIT",-0.0154321772438459,684694
"767","HONOLULU",0.00840908955500536,994034
"768","PHOENIX",0.0206390736521423,1529852
"769","SAN ANTONIO",0.0177877990745617,1428438
"770","SAN DIEGO",0.0133290019103195,1368690
"771","DALLAS",0.00865874880014223,1193862
"772","LAS VEGAS METRO PD",0.0266621565610811,1530899
"773","PHILADELPHIA",-0.00198713467626325,1559062
"774","HOUSTON",0.00848682365992186,2175955
"775","CHICAGO",-0.00262113517569065,2724121
"776","LOS ANGELES",0.00834898468429584,3906772
"777","NEW YORK",0.00558878735927955,8473938
